"site","winter_temp","winter_upwelling","winter_phytoplankton","algal_cover","ostracod_abund"
"a",4.64701288226615,-0.720214804538677,10.6578133019138,46.1179060463663,90.3007139126745
"a",4.64701288226615,-0.720214804538677,10.6578133019138,70.4598726464316,99.2428856724373
"a",4.64701288226615,-0.720214804538677,10.6578133019138,72.0733047770444,103.882713927649
"a",4.64701288226615,-0.720214804538677,10.6578133019138,62.1272867962339,102.000697369342
"a",4.64701288226615,-0.720214804538677,10.6578133019138,41.2295785045779,95.6505383287
"a",4.64701288226615,-0.720214804538677,10.6578133019138,79.6552123523674,97.4542623981623
"a",4.64701288226615,-0.720214804538677,10.6578133019138,52.7991117841139,96.6633352364257
"a",4.64701288226615,-0.720214804538677,10.6578133019138,111.700870593633,106.057446751887
"a",4.64701288226615,-0.720214804538677,10.6578133019138,49.8058701705559,90.9505576719381
"a",4.64701288226615,-0.720214804538677,10.6578133019138,73.88708256655,100.622212104463
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,2.98092534881913,46.0463418533098
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,84.1291786346654,74.0166784704646
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,40.3380598501692,64.1129161880553
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,60.8734752848967,72.1345436801551
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,53.8331482798304,68.4496681716222
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,63.3092259179881,77.530736029607
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,66.3363900852057,69.4934694923322
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,23.2784119623339,57.4583326824031
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,82.2392771071243,78.9906790759273
"b",1.88801284222753,-0.0790272490410923,7.62355329808434,53.5121439984035,72.5401490964751
"c",1.45145439442782,1.33643936766811,7.85186874597666,105.148145372968,89.2993744002454
"c",1.45145439442782,1.33643936766811,7.85186874597666,25.3248884666334,66.6685706201938
"c",1.45145439442782,1.33643936766811,7.85186874597666,38.760884200188,70.365213659241
"c",1.45145439442782,1.33643936766811,7.85186874597666,58.4259583494921,85.4702920847804
"c",1.45145439442782,1.33643936766811,7.85186874597666,1.56813902286834,62.5079549970743
"c",1.45145439442782,1.33643936766811,7.85186874597666,27.4173784040091,62.1262546156724
"c",1.45145439442782,1.33643936766811,7.85186874597666,46.1923931830193,82.2225455408363
"c",1.45145439442782,1.33643936766811,7.85186874597666,48.7171896053124,68.9361245373763
"c",1.45145439442782,1.33643936766811,7.85186874597666,80.5101906481674,81.312031420791
"c",1.45145439442782,1.33643936766811,7.85186874597666,56.1871696922185,80.7449746529064
"d",2.25162153620671,2.17590619984656,7.8663208246383,40.5977922816474,81.8705261957775
"d",2.25162153620671,2.17590619984656,7.8663208246383,36.977250908735,86.5034491742932
"d",2.25162153620671,2.17590619984656,7.8663208246383,81.5802351193291,101.718942020904
"d",2.25162153620671,2.17590619984656,7.8663208246383,30.3123074030966,79.1704162594552
"d",2.25162153620671,2.17590619984656,7.8663208246383,83.9273230478927,109.499911583531
"d",2.25162153620671,2.17590619984656,7.8663208246383,57.1417754587437,77.1959350894819
"d",2.25162153620671,2.17590619984656,7.8663208246383,95.1979378280793,105.195032524987
"d",2.25162153620671,2.17590619984656,7.8663208246383,44.2199365765594,94.0798530334094
"d",2.25162153620671,2.17590619984656,7.8663208246383,52.7136693034313,93.0680821240013
"d",2.25162153620671,2.17590619984656,7.8663208246383,45.0355292511766,91.9908587581455
"e",4.52641110010584,-0.61999642613123,9.32164672483262,71.8652669759366,100.055370202964
"e",4.52641110010584,-0.61999642613123,9.32164672483262,95.939596611635,96.7963040285153
"e",4.52641110010584,-0.61999642613123,9.32164672483262,40.8530523164696,81.3912720282446
"e",4.52641110010584,-0.61999642613123,9.32164672483262,100.140660162644,105.998793654949
"e",4.52641110010584,-0.61999642613123,9.32164672483262,52.0670393113798,89.3621382352453
"e",4.52641110010584,-0.61999642613123,9.32164672483262,90.8960994372872,105.662878429172
"e",4.52641110010584,-0.61999642613123,9.32164672483262,52.3937772562182,84.9075701116728
"e",4.52641110010584,-0.61999642613123,9.32164672483262,89.4899416814126,104.702202103736
"e",4.52641110010584,-0.61999642613123,9.32164672483262,59.545686038102,82.7987536897075
"e",4.52641110010584,-0.61999642613123,9.32164672483262,45.4501379480727,83.8570028352379
"f",1.86207461483147,-1.27323204021123,5.69618380630112,77.2732968531948,66.9789455847361
"f",1.86207461483147,-1.27323204021123,5.69618380630112,41.4188944079736,50.0971689763451
"f",1.86207461483147,-1.27323204021123,5.69618380630112,49.609890851204,58.6445376732709
"f",1.86207461483147,-1.27323204021123,5.69618380630112,18.4767726423854,44.1159232524324
"f",1.86207461483147,-1.27323204021123,5.69618380630112,69.677544598132,55.2695530825378
"f",1.86207461483147,-1.27323204021123,5.69618380630112,81.0346489208372,67.2402073558734
"f",1.86207461483147,-1.27323204021123,5.69618380630112,55.0857987202143,73.0738384421393
"f",1.86207461483147,-1.27323204021123,5.69618380630112,77.7813492373737,67.9142068738075
"f",1.86207461483147,-1.27323204021123,5.69618380630112,35.0599280582612,50.65314363443
"f",1.86207461483147,-1.27323204021123,5.69618380630112,37.1752475084641,51.6621723095899
"g",3.76253633048,-1.77141948007178,6.92971575930544,78.7802689327677,80.6865280375516
"g",3.76253633048,-1.77141948007178,6.92971575930544,81.0458121990315,84.9947156949934
"g",3.76253633048,-1.77141948007178,6.92971575930544,108.231338826444,90.6241857470725
"g",3.76253633048,-1.77141948007178,6.92971575930544,99.2267424645532,99.3563724731367
"g",3.76253633048,-1.77141948007178,6.92971575930544,10.2862656540857,61.9594545082498
"g",3.76253633048,-1.77141948007178,6.92971575930544,0.0260957022554251,59.4552955115599
"g",3.76253633048,-1.77141948007178,6.92971575930544,36.4288241708344,70.3208535919713
"g",3.76253633048,-1.77141948007178,6.92971575930544,69.3785873045275,77.8472595095075
"g",3.76253633048,-1.77141948007178,6.92971575930544,21.4483455058281,71.7048400108804
"g",3.76253633048,-1.77141948007178,6.92971575930544,32.0399549691328,66.0164978995108
"h",3.89166252082821,1.40846808601022,9.83273667032841,11.5270888233913,84.8219042753158
"h",3.89166252082821,1.40846808601022,9.83273667032841,65.7476888924955,95.8586568385547
"h",3.89166252082821,1.40846808601022,9.83273667032841,70.6678300434694,106.309377493837
"h",3.89166252082821,1.40846808601022,9.83273667032841,95.2921587785447,110.65737752477
"h",3.89166252082821,1.40846808601022,9.83273667032841,21.8285688964984,88.1467795524235
"h",3.89166252082821,1.40846808601022,9.83273667032841,21.1696541572248,82.7560538202666
"h",3.89166252082821,1.40846808601022,9.83273667032841,40.3516363267465,89.9457517494288
"h",3.89166252082821,1.40846808601022,9.83273667032841,68.8737437170771,92.1799176524804
"h",3.89166252082821,1.40846808601022,9.83273667032841,6.58881480910213,70.3577514145068
"h",3.89166252082821,1.40846808601022,9.83273667032841,83.9334623049986,95.9287894245924
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,78.0384066675917,79.0624658372582
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,102.136385079645,85.2705436653715
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,55.8642650950526,67.6629556175937
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,72.7928337321687,74.7732570771507
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,61.4566196428593,75.6895984830405
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,17.4127760987563,51.8312793496088
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,82.1764761964649,79.7073361417577
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,21.7768799721147,60.3826253507281
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,17.934716091777,60.5644887944713
"i",1.87460806994505,-0.0945012462035397,7.2653679514133,74.655438932322,71.8223396607731
"j",4.21616823036649,-0.668201778714634,8.24559491686729,28.9296601633028,70.2444030660535
"j",4.21616823036649,-0.668201778714634,8.24559491686729,58.3537611248097,90.4469581389184
"j",4.21616823036649,-0.668201778714634,8.24559491686729,59.6019674735544,81.3613168279671
"j",4.21616823036649,-0.668201778714634,8.24559491686729,50.6641231467159,78.9697767212226
"j",4.21616823036649,-0.668201778714634,8.24559491686729,86.6681107965655,88.7949654851646
"j",4.21616823036649,-0.668201778714634,8.24559491686729,88.8963210033786,84.9303277601575
"j",4.21616823036649,-0.668201778714634,8.24559491686729,42.5730034550387,86.688547230405
"j",4.21616823036649,-0.668201778714634,8.24559491686729,47.5971895361905,80.565547459442
"j",4.21616823036649,-0.668201778714634,8.24559491686729,57.655119415056,81.662199086409
"j",4.21616823036649,-0.668201778714634,8.24559491686729,25.1217463032051,69.2883861718845
